"Lab","SampleNumber","DateExamined","BoxTempNoOnReceipt","Retailer","OtherPremisesDetails","PostCode","Country","UseByDate","RemainingShelflifeDays","ProcessorApprovalNumber","SampleDetails","TemperatureAtCollection","SampleReceipt","ProductWeightGrams","CostOfChicken","TypeOfChicken","TypeOfChickenExtraDetails","TypeOfChickenExtraDetails2","PackagingAtmosphere","RoastInBag","LiquidInPack","NeckSkinWeightGrams","Test","Result","Units","SpeciesDetected"
"PO","PO1525726-05","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-30","4","3007","Birchwood farm British chicken large","4.5","Satisfactory","1864","4.01","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","421","CFU/g","C. jejuni"
"PO","PO1525733-01","2015-10-26","2.2","Tesco","","NP16 5PB","Wales  ","2015-10-30","4","8005","British whole chicken small","3.7","Satisfactory","1114","3","Standard","None Stated","","Modified Atmosphere","Other","Yes","17","Campylobacter spp  - enumeration cfu/g","150","CFU/g","C. jejuni"
"PO","PO1525733-01","2015-10-26","2.2","Tesco","","NP16 5PB","Wales  ","2015-10-30","4","8005","British whole chicken small","3.7","Satisfactory","1114","3","Standard","None Stated","","Modified Atmosphere","Other","Yes","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525733-02","2015-10-26","2.2","Tesco","","NP16 5PB","Wales  ","2015-11-02","7","3011","British whole chicken medium","3.7","Satisfactory","1383","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525733-02","2015-10-26","2.2","Tesco","","NP16 5PB","Wales  ","2015-11-02","7","3011","British whole chicken medium","3.7","Satisfactory","1383","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","20","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"PO","PO1525733-03","2015-10-26","2.2","Tesco","","NP16 5PB","Wales  ","2015-11-01","6","4014","British whole chicken medium","3.7","Satisfactory","1475","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","22","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525733-03","2015-10-26","2.2","Tesco","","NP16 5PB","Wales  ","2015-11-01","6","4014","British whole chicken medium","3.7","Satisfactory","1475","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","22","Campylobacter spp  - enumeration cfu/g","1000","CFU/g","C. jejuni"
"PO","PO1525889-01","2015-10-28","3.5","Aldi","","SPE 7HD","England","2015-11-02","5","8005","Ashfield farm medium whole chicken","1.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","210","CFU/g","C. coli"
"PO","PO1525889-01","2015-10-28","3.5","Aldi","","SPE 7HD","England","2015-11-02","5","8005","Ashfield farm medium whole chicken","1.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525889-02","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-11-02","5","8005","Ashfield farm large whole chicken","1.9","Satisfactory","1962","4.49","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525889-02","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-11-02","5","8005","Ashfield farm large whole chicken","1.9","Satisfactory","1962","4.49","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525889-03","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-11-02","5","8005","Specially selected free range whole chicken without giblets","1.9","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525889-03","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-11-02","5","8005","Specially selected free range whole chicken without giblets","1.9","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525889-04","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-10-30","2","5011","Ashfield farm medium whole chicken","1.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525889-04","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-10-30","2","5011","Ashfield farm medium whole chicken","1.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","130","CFU/g","Campylobacter spp."
"PO","PO1525889-05","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-10-31","3","5011","Ashfield farm medium whole chicken","1.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525889-05","2015-10-28","3.5","Aldi","","SP4 7HD","England","2015-10-31","3","5011","Ashfield farm medium whole chicken","1.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","180","CFU/g","C. jejuni"
"PO","PO1526000-01","2015-10-28","4.8","Other","Iceland, 120 Shirley High Street, Shirley, Southampton","SO16 4EZ","England","2015-11-03","6","5007","Class A fresh British whole large chicken","3.9","Satisfactory","2150","5","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","90","CFU/g","C. jejuni"
"PO","PO1526000-01","2015-10-28","4.8","Other","Iceland, 120 Shirley High Street, Shirley, Southampton","SO16 4EZ","England","2015-11-03","6","5007","Class A fresh British whole large chicken","3.9","Satisfactory","2150","5","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1526000-02","2015-10-28","4.8","Other","Iceland, 120 Shirley High Street, Shirley, Southampton","SO16 4EZ","England","2015-11-01","4","5007","Class A fresh British whole small chicken","3.9","Satisfactory","1125","3","Standard","None Stated","","NOT Modified Atmosphere","Other","No","19","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1526000-02","2015-10-28","4.8","Other","Iceland, 120 Shirley High Street, Shirley, Southampton","SO16 4EZ","England","2015-11-01","4","5007","Class A fresh British whole small chicken","3.9","Satisfactory","1125","3","Standard","None Stated","","NOT Modified Atmosphere","Other","No","19","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1526000-03","2015-10-28","4.8","Other","Iceland, 120 Shirley High Street, Shirley, Southampton","SO16 4EZ","England","2015-11-01","4","5007","Class A fresh British whole small chicken","3.9","Satisfactory","1243","3","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1526000-03","2015-10-28","4.8","Other","Iceland, 120 Shirley High Street, Shirley, Southampton","SO16 4EZ","England","2015-11-01","4","5007","Class A fresh British whole small chicken","3.9","Satisfactory","1243","3","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","17","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1526057-01","2015-10-29","4.8","Butchers","Kingman Traditional Butchers, 5 High Street, Amesbury, Salisbury","SP4 7ET","England","2015-11-03","5","5464","Whole chicken (no label)","5.4","Satisfactory","1600","7.29","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","170","CFU/g","Mixed C. jejuni and C. coli"
"PO","PO1526057-01","2015-10-29","4.8","Butchers","Kingman Traditional Butchers, 5 High Street, Amesbury, Salisbury","SP4 7ET","England","2015-11-03","5","5464","Whole chicken (no label)","5.4","Satisfactory","1600","7.29","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1526057-02","2015-10-29","4.8","Butchers","Kingman Traditional Butchers, 5 High Street, Amesbury, Salisbury","SP4 7ET","England","2015-11-03","5","5464","Whole chicken (no label)","5.4","Satisfactory","2100","7.29","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1526057-02","2015-10-29","4.8","Butchers","Kingman Traditional Butchers, 5 High Street, Amesbury, Salisbury","SP4 7ET","England","2015-11-03","5","5464","Whole chicken (no label)","5.4","Satisfactory","2100","7.29","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","90","CFU/g","C. jejuni"
"PO","PO1526142-01","2015-10-30","3.9","Butchers","In-store Butcher, Nisa Local, Salisbury Road, West Wellow, Hampshire","SO51 6BU","England","2015-10-30","0","5464","Banham chicken free range","4.2","Satisfactory","2202","9.99","Free range","None Stated","","NOT Modified Atmosphere","Other","Yes","22","Campylobacter spp  - enumeration cfu/g","440","CFU/g","C. coli"
"PO","PO1526142-01","2015-10-30","3.9","Butchers","In-store Butcher, Nisa Local, Salisbury Road, West Wellow, Hampshire","SO51 6BU","England","2015-10-30","0","5464","Banham chicken free range","4.2","Satisfactory","2202","9.99","Free range","None Stated","","NOT Modified Atmosphere","Other","Yes","22","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523695-01","2015-10-05","-0.8","Tesco","","PR252FN","England","2015-10-12","7","4014","British Medium Whole Chicken","1.7","Satisfactory","1485","4","Standard","None Stated","","NOT Modified Atmosphere","Other","No","15","Campylobacter spp  - enumeration cfu/g","2130","CFU/g","C. jejuni"
"PR","PR1523695-01","2015-10-05","-0.8","Tesco","","PR252FN","England","2015-10-12","7","4014","British Medium Whole Chicken","1.7","Satisfactory","1485","4","Standard","None Stated","","NOT Modified Atmosphere","Other","No","15","Campylobacter spp -  enumeration per Swab","60","CFU Swab","C. jejuni"
"PR","PR1523695-02","2015-10-05","-0.8","ALDI","","PR252LR","England","2015-10-11","6","3011","Ashfield Farm British Medium Chicken Roast in the Bag","2.6","Satisfactory","1650","3.59","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","Yes","3","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523695-02","2015-10-05","-0.8","ALDI","","PR252LR","England","2015-10-11","6","3011","Ashfield Farm British Medium Chicken Roast in the Bag","2.6","Satisfactory","1650","3.59","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","Yes","3","Campylobacter spp  - enumeration cfu/g","20500","CFU/g","C. jejuni"
"PR","PR1523695-03","2015-10-05","-0.8","LIDL","","PR253LZ","England","2015-10-08","3","3007","Birchwood British Medium Chicken","-0.7","Satisfactory","1451","3.16","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","11","Campylobacter spp -  enumeration per Swab","180","CFU Swab","C. jejuni"
"PR","PR1523695-03","2015-10-05","-0.8","LIDL","","PR253LZ","England","2015-10-08","3","3007","Birchwood British Medium Chicken","-0.7","Satisfactory","1451","3.16","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","11","Campylobacter spp  - enumeration cfu/g","13636","CFU/g","C. jejuni"
"PR","PR1523700-01","2015-10-05","1.3","Sainsbury's","","PR10LP","England","2015-10-12","7","8005","British Medium Whole Chicken By Sainsbury's","4.6","Satisfactory","1750","4.5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","800","CFU/g","C. jejuni"
"PR","PR1523700-01","2015-10-05","1.3","Sainsbury's","","PR10LP","England","2015-10-12","7","8005","British Medium Whole Chicken By Sainsbury's","4.6","Satisfactory","1750","4.5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523700-02","2015-10-05","1.3","Sainsbury's","","PR10LP","England","2015-10-10","5","3005","British Medium Whole Chicken By Sainsburys","4.6","Satisfactory","1750","4.5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","9","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523700-02","2015-10-05","1.3","Sainsbury's","","PR10LP","England","2015-10-10","5","3005","British Medium Whole Chicken By Sainsburys","4.6","Satisfactory","1750","4.5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","9","Campylobacter spp  - enumeration cfu/g","56","CFU/g","C. jejuni"
"PR","PR1523700-03","2015-10-05","1.3","Tesco","","PR252FN","England","2015-10-12","7","3011","British Whole Chicken (small)","2.7","Satisfactory","1077","3","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","3","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523700-03","2015-10-05","1.3","Tesco","","PR252FN","England","2015-10-12","7","3011","British Whole Chicken (small)","2.7","Satisfactory","1077","3","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","3","Campylobacter spp  - enumeration cfu/g","210","CFU/g","C. jejuni"
"PR","PR1523704-01","2015-10-05","3.6","Butchers","R Haydock 66 Stanifield Lane, Faringdon, Leyland","PR254GA","England","2015-10-07","2","2316","Whole Chicken (no Label)","8.6","Satisfactory","1790","5.28","Standard","None Stated","","NOT Modified Atmosphere","Other","","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1523704-01","2015-10-05","3.6","Butchers","R Haydock 66 Stanifield Lane, Faringdon, Leyland","PR254GA","England","2015-10-07","2","2316","Whole Chicken (no Label)","8.6","Satisfactory","1790","5.28","Standard","None Stated","","NOT Modified Atmosphere","Other","","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523704-02","2015-10-05","3.6","Sainsbury's","","PR56BJ","England","2015-10-12","7","8005","Taste the difference british free range Whole Chicken","4.2","Satisfactory","1464","8.2","Free range","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523704-02","2015-10-05","3.6","Sainsbury's","","PR56BJ","England","2015-10-12","7","8005","Taste the difference british free range Whole Chicken","4.2","Satisfactory","1464","8.2","Free range","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","80","CFU/g","C. jejuni"
"PR","PR1523704-03","2015-10-05","3.6","M&S","","PR16AF","England","2015-10-10","5","5011","Simply M&S british oakham chicken small","0.4","Satisfactory","1100","4","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","Yes","13","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523704-03","2015-10-05","3.6","M&S","","PR16AF","England","2015-10-10","5","5011","Simply M&S british oakham chicken small","0.4","Satisfactory","1100","4","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","Yes","13","Campylobacter spp  - enumeration cfu/g","60","CFU/g","C. jejuni"
"PR","PR1523970-01","2015-10-07","2","Co-op","","PR6 9NA","England","2015-10-11","4","2037","The Co-op Loved by Us British Chicken","1.4","Satisfactory","1630","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","4","Campylobacter spp  - enumeration cfu/g","50","CFU/g","C. jejuni"
"PR","PR1523970-01","2015-10-07","2","Co-op","","PR6 9NA","England","2015-10-11","4","2037","The Co-op Loved by Us British Chicken","1.4","Satisfactory","1630","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","4","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523970-02","2015-10-07","2","Butchers","S & B Phillips & Sons, 172 New Street, Blackrod, Bolton","BL6 5AQ","England","","","4017","Chicken","8.3","Satisfactory","1800","6.23","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523970-02","2015-10-07","2","Butchers","S & B Phillips & Sons, 172 New Street, Blackrod, Bolton","BL6 5AQ","England","","","4017","Chicken","8.3","Satisfactory","1800","6.23","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","1900","CFU/g","C. jejuni"
"PR","PR1523970-03","2015-10-07","2","M&S","","BL6 6JA","England","2015-10-10","3","5011","Simply M&S British Oakham Chicken Small","1.2","Satisfactory","1100","4","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","9","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1523970-03","2015-10-07","2","M&S","","BL6 6JA","England","2015-10-10","3","5011","Simply M&S British Oakham Chicken Small","1.2","Satisfactory","1100","4","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","9","Campylobacter spp  - enumeration cfu/g","300","CFU/g","C. jejuni"
"PR","PR1523971-01","2015-10-07","2","Asda","","BL6 6JA","England","2015-10-09","2","8005","Asda Butcher's Selection British Chicken X Large","1.8","Satisfactory","1912","6.27","Standard","None Stated","","Modified Atmosphere","Other","Yes","18","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
