"Lab","SampleNumber","DateExamined","BoxTempNoOnReceipt","Retailer","OtherPremisesDetails","PostCode","Country","UseByDate","RemainingShelflifeDays","ProcessorApprovalNumber","SampleDetails","TemperatureAtCollection","SampleReceipt","ProductWeightGrams","CostOfChicken","TypeOfChicken","TypeOfChickenExtraDetails","TypeOfChickenExtraDetails2","PackagingAtmosphere","RoastInBag","LiquidInPack","NeckSkinWeightGrams","Test","Result","Units","SpeciesDetected"
"PO","PO1604541-02","2016-02-26","1.8","M&S","","SP1 2AA","England","2016-03-03","6","5011","British oakham chicken medium","1.2","Satisfactory","1500","5","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","8","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604541-02","2016-02-26","1.8","M&S","","SP1 2AA","England","2016-03-03","6","5011","British oakham chicken medium","1.2","Satisfactory","1500","5","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","8","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"PO","PO1604541-03","2016-02-26","1.8","M&S","","SP1 2AA","England","2016-03-03","6","5011","British oakham chicken small","1.2","Satisfactory","1100","4","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","0","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604541-03","2016-02-26","1.8","M&S","","SP1 2AA","England","2016-03-03","6","5011","British oakham chicken small","1.2","Satisfactory","1100","4","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","0","Campylobacter spp  - enumeration cfu/g","1000","CFU/g","C. jejuni"
"PO","PO1604541-04","2016-02-26","1.8","M&S","","SP1 2AA","England","2016-02-28","2","5011","British oakham chicken small","1.2","Satisfactory","1100","5","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","10","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604541-04","2016-02-26","1.8","M&S","","SP1 2AA","England","2016-02-28","2","5011","British oakham chicken small","1.2","Satisfactory","1100","5","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","10","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604631-01","2016-02-29","1.6","Other","CJ Robbins Butchers, 76 Market Pl, Warminster","BA12 9AW","England","2016-03-02","2","5464","Fresh farm chicken","1","Satisfactory","1800","8.04","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","23","Campylobacter spp  - enumeration cfu/g","160","CFU/g","C. jejuni"
"PO","PO1604631-01","2016-02-29","1.6","Other","CJ Robbins Butchers, 76 Market Pl, Warminster","BA12 9AW","England","2016-03-02","2","5464","Fresh farm chicken","1","Satisfactory","1800","8.04","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","23","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604631-02","2016-02-29","1.6","Other","CJ Robbins Butchers, 76 Market Pl, Warminster","BA12 9AW","England","2016-03-02","2","5464","Fresh farm chicken","1","Satisfactory","1850","8.04","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604631-02","2016-02-29","1.6","Other","CJ Robbins Butchers, 76 Market Pl, Warminster","BA12 9AW","England","2016-03-02","2","5464","Fresh farm chicken","1","Satisfactory","1850","8.04","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","100","CFU/g","C. jejuni"
"PO","PO1604631-03","2016-02-29","1.6","Other","CJ Robbins Butchers, 76 Market Pl, Warminster","BA12 9AW","England","2016-03-02","2","5464","Fresh farm chicken","1","Satisfactory","1750","8.04","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","60","CFU Swab","C. jejuni"
"PO","PO1604631-03","2016-02-29","1.6","Other","CJ Robbins Butchers, 76 Market Pl, Warminster","BA12 9AW","England","2016-03-02","2","5464","Fresh farm chicken","1","Satisfactory","1750","8.04","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","350","CFU/g","C. jejuni"
"PO","PO1604633-01","2016-02-29","2.9","Morrisons","","BA12 9NT","England","2016-03-08","8","2037","British large chicken","1.6","Satisfactory","1770","4","Standard","None stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","3000","CFU/g","C. jejuni"
"PO","PO1604633-01","2016-02-29","2.9","Morrisons","","BA12 9NT","England","2016-03-08","8","2037","British large chicken","1.6","Satisfactory","1770","4","Standard","None stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604633-02","2016-02-29","2.9","Morrisons","","BA12 9NT","England","2016-03-06","6","4014","British medium chicken","1.6","Satisfactory","1376","3","Standard","None Stated","","Modified Atmosphere","Other","Yes","24","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604633-02","2016-02-29","2.9","Morrisons","","BA12 9NT","England","2016-03-06","6","4014","British medium chicken","1.6","Satisfactory","1376","3","Standard","None Stated","","Modified Atmosphere","Other","Yes","24","Campylobacter spp  - enumeration cfu/g","540","CFU/g","C. jejuni"
"PO","PO1604636-01","2016-02-29","3.7","Waitrose","","BA12 9BR","England","2016-03-04","4","4568","The Waitrose Leckford farm estate free range chicken","2.2","Satisfactory","1910","11.44","Free range","None stated","","Modified Atmosphere","Other","Yes","10","Campylobacter spp  - enumeration cfu/g","53","CFU/g","C. coli"
"PO","PO1604636-01","2016-02-29","3.7","Waitrose","","BA12 9BR","England","2016-03-04","4","4568","The Waitrose Leckford farm estate free range chicken","2.2","Satisfactory","1910","11.44","Free range","None stated","","Modified Atmosphere","Other","Yes","10","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604636-02","2016-02-29","3.7","Waitrose","","BA12 9BR","England","2016-03-03","3","9502","Essential waitrose British chicken","2.2","Satisfactory","1200","4.39","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604636-02","2016-02-29","3.7","Waitrose","","BA12 9BR","England","2016-03-03","3","9502","Essential waitrose British chicken","2.2","Satisfactory","1200","4.39","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp  - enumeration cfu/g","10","CFU/g","C. jejuni"
"PO","PO1604636-03","2016-02-29","3.7","Waitrose","","BA12 9BR","England","2016-03-04","4","9502","Essential waitrose British chicken","2.2","Satisfactory","1200","4.39","Standard","Not Stated","","Modified Atmosphere","Other","Yes","9","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604636-03","2016-02-29","3.7","Waitrose","","BA12 9BR","England","2016-03-04","4","9502","Essential waitrose British chicken","2.2","Satisfactory","1200","4.39","Standard","Not Stated","","Modified Atmosphere","Other","Yes","9","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604637-01","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-06","6","8005","Birchwood farm British chicken medium","2.1","Satisfactory","1226","2.44","Standard","Not Stated","","Modified Atmosphere","Other","Yes","9","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604637-01","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-06","6","8005","Birchwood farm British chicken medium","2.1","Satisfactory","1226","2.44","Standard","Not Stated","","Modified Atmosphere","Other","Yes","9","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604637-02","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-04","4","8005","Birchwood farm British chicken medium","2.1","Satisfactory","1406","3.07","Standard","Not Stated","","Modified Atmosphere","Other","Yes","10","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604637-02","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-04","4","8005","Birchwood farm British chicken medium","2.1","Satisfactory","1406","3.07","Standard","Not Stated","","Modified Atmosphere","Other","Yes","10","Campylobacter spp  - enumeration cfu/g","10","CFU/g","C. jejuni"
"PO","PO1604637-03","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-06","6","8005","Birchwood farm British chicken large","2.1","Satisfactory","1982","4.26","Standard","Not Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604637-03","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-06","6","8005","Birchwood farm British chicken large","2.1","Satisfactory","1982","4.26","Standard","Not Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604637-04","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-07","7","8005","Birchwood farm British chicken large","2.1","Satisfactory","1908","4.1","Standard","Other","","Modified Atmosphere","Other","Yes","16","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604637-04","2016-02-29","0.6","Lidl","","BA12 9BR","England","2016-03-07","7","8005","Birchwood farm British chicken large","2.1","Satisfactory","1908","4.1","Standard","Other","","Modified Atmosphere","Other","Yes","16","Campylobacter spp  - enumeration cfu/g","243","CFU/g","C. jejuni"
"PO","PO1604640-01","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-07","7","8005","British small whole chicken","2.6","Satisfactory","1118","3","Standard","Not Stated","","Modified Atmosphere","Other","Yes","13","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604640-01","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-07","7","8005","British small whole chicken","2.6","Satisfactory","1118","3","Standard","Not Stated","","Modified Atmosphere","Other","Yes","13","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604640-02","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-07","7","4014","Everyday value British chicken","2.6","Satisfactory","1560","3.87","Standard","Not Stated","","Modified Atmosphere","Other","Yes","4","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604640-02","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-07","7","4014","Everyday value British chicken","2.6","Satisfactory","1560","3.87","Standard","Not Stated","","Modified Atmosphere","Other","Yes","4","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604640-03","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-05","5","3011","British medium whole chicken","2.6","Satisfactory","1421","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","6","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604640-03","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-05","5","3011","British medium whole chicken","2.6","Satisfactory","1421","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","6","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1604640-04","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-08","8","3011","British medium whole chicken","2.6","Satisfactory","1508","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","2","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604640-04","2016-02-29","3.1","Tesco","","BA14 7AD","England","2016-03-08","8","3011","British medium whole chicken","2.6","Satisfactory","1508","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","2","Campylobacter spp  - enumeration cfu/g","40","CFU/g","C. jejuni"
"PO","PO1604640-05","2016-02-29","3.1","Waitrose","","BA12 9BR","England","2016-03-02","2","9502","Essential waitrose British chicken","2.2","Satisfactory","1626","5.33","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1604640-05","2016-02-29","3.1","Waitrose","","BA12 9BR","England","2016-03-02","2","9502","Essential waitrose British chicken","2.2","Satisfactory","1626","5.33","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"PR","PR1602246-01","2016-02-01","6.1","TESCO","","BB1 3HF","England","2016-02-05","4","2037","Every Day Value British Chicken","5.4","Satisfactory","1730","4.29","Standard","Not Stated","","Modified Atmosphere","Other","No","14","Campylobacter spp  - enumeration cfu/g","46000","CFU/g","C. jejuni"
"PR","PR1602246-01","2016-02-01","6.1","TESCO","","BB1 3HF","England","2016-02-05","4","2037","Every Day Value British Chicken","5.4","Satisfactory","1730","4.29","Standard","Not Stated","","Modified Atmosphere","Other","No","14","Campylobacter spp -  enumeration per Swab","70","CFU Swab","C. jejuni"
"PR","PR1602246-02","2016-02-01","6.1","TESCO","","BB1 3HF","England","2016-02-05","4","3011","Small Whole Chicken","6.2","Satisfactory","1174","3","Standard","Not Stated","","Modified Atmosphere","Other","Yes","12","Campylobacter spp -  enumeration per Swab","30","CFU Swab","C. jejuni"
"PR","PR1602246-02","2016-02-01","6.1","TESCO","","BB1 3HF","England","2016-02-05","4","3011","Small Whole Chicken","6.2","Satisfactory","1174","3","Standard","Not Stated","","Modified Atmosphere","Other","Yes","12","Campylobacter spp  - enumeration cfu/g","90","CFU/g","C. jejuni"
"PR","PR1602246-03","2016-02-01","6.1","Morrisons","","BB1 5AZ","England","2016-02-07","6","4014","British Medium Chicken","5.4","Satisfactory","1466","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","2","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602246-03","2016-02-01","6.1","Morrisons","","BB1 5AZ","England","2016-02-07","6","4014","British Medium Chicken","5.4","Satisfactory","1466","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","2","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1602246-04","2016-02-01","6.1","Morrisons","","BB1 5AZ","England","2016-02-08","7","8005","British Medium Chicken","4.2","Satisfactory","1564","3","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","11","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602246-04","2016-02-01","6.1","Morrisons","","BB1 5AZ","England","2016-02-08","7","8005","British Medium Chicken","4.2","Satisfactory","1564","3","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","11","Campylobacter spp  - enumeration cfu/g","420","CFU/g","C. jejuni"
"PR","PR1602257-01","2016-02-01","0.6","Sainsbury's","","BB3 2AD","England","2016-02-04","3","9502","British Small Whole Chicken","1.5","Satisfactory","1350","3.5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1602257-01","2016-02-01","0.6","Sainsbury's","","BB3 2AD","England","2016-02-04","3","9502","British Small Whole Chicken","1.5","Satisfactory","1350","3.5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602257-02","2016-02-01","0.6","CO-OP","","BB3 1QU","England","2016-02-08","7","5011","Loved By Us British Whole Chicken","1.3","Satisfactory","1504","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","13","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602257-02","2016-02-01","0.6","CO-OP","","BB3 1QU","England","2016-02-08","7","5011","Loved By Us British Whole Chicken","1.3","Satisfactory","1504","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","13","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"PR","PR1602257-03","2016-02-01","0.6","Sainsbury's","","BB3 2AD","England","2016-02-08","7","1100","British Medium Whole Chicken","-0.1","Satisfactory","1750","4.5","Standard","None Stated","","Modified Atmosphere","Other","No","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602257-03","2016-02-01","0.6","Sainsbury's","","BB3 2AD","England","2016-02-08","7","1100","British Medium Whole Chicken","-0.1","Satisfactory","1750","4.5","Standard","None Stated","","Modified Atmosphere","Other","No","15","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"PR","PR1602518-01","2016-02-03","4.8","Co-Op","","PR1 7UE","England","2016-02-08","5","5011","The Co-operative Loved By Us British Whole Chicken","3.8","Satisfactory","1518","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","13","Campylobacter spp  - enumeration cfu/g","100","CFU/g","C. jejuni"
"PR","PR1602518-01","2016-02-03","4.8","Co-Op","","PR1 7UE","England","2016-02-08","5","5011","The Co-operative Loved By Us British Whole Chicken","3.8","Satisfactory","1518","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","13","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602518-02","2016-02-03","4.8","Asda","","PR6 7JY","England","2016-02-08","5","5011","Asda Butchers Selection British Chicken","7.2","Satisfactory","1172","2.91","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602518-02","2016-02-03","4.8","Asda","","PR6 7JY","England","2016-02-08","5","5011","Asda Butchers Selection British Chicken","7.2","Satisfactory","1172","2.91","Standard","Not Stated","","Modified Atmosphere","Other","Yes","8","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"PR","PR1602518-03","2016-02-03","4.8","Asda","","PR6 7JY","England","2016-02-06","3","5450","Asda Butchers Selection Free Range British Chicken","6.8","Satisfactory","1780","6.41","Free range","Not Stated","","Modified Atmosphere","Other","Yes","11","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602518-03","2016-02-03","4.8","Asda","","PR6 7JY","England","2016-02-06","3","5450","Asda Butchers Selection Free Range British Chicken","6.8","Satisfactory","1780","6.41","Free range","Not Stated","","Modified Atmosphere","Other","Yes","11","Campylobacter spp  - enumeration cfu/g","180","CFU/g","C. jejuni"
"PR","PR1602519-01","2016-02-03","7.7","Aldi","","PR5 6BJ","England","2016-02-06","3","8005","Fresh Class A Free Range Whole Chicken","5.1","Satisfactory","1578","4.99","Free range","Not Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1602519-01","2016-02-03","7.7","Aldi","","PR5 6BJ","England","2016-02-06","3","8005","Fresh Class A Free Range Whole Chicken","5.1","Satisfactory","1578","4.99","Free range","Not Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602519-02","2016-02-03","7.7","Aldi","","PR5 6BJ","England","2016-02-09","6","3011","Ashfield Farm Medium Whole Chicken","4.2","Satisfactory","1650","3.59","Standard","Not Stated","","Modified Atmosphere","Other","Yes","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602519-02","2016-02-03","7.7","Aldi","","PR5 6BJ","England","2016-02-09","6","3011","Ashfield Farm Medium Whole Chicken","4.2","Satisfactory","1650","3.59","Standard","Not Stated","","Modified Atmosphere","Other","Yes","17","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1602852-01","2016-02-08","3.8","Tesco","","PR25 2FN","England","2016-02-14","6","4014","British Whole Chicken - Large","2.8","Satisfactory","1721","4.5","Standard","Not Stated","","Modified Atmosphere","Other","No","13","Campylobacter spp  - enumeration cfu/g","10","CFU/g","C. jejuni"
"PR","PR1602852-01","2016-02-08","3.8","Tesco","","PR25 2FN","England","2016-02-14","6","4014","British Whole Chicken - Large","2.8","Satisfactory","1721","4.5","Standard","","","Modified Atmosphere","Other","No","13","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602852-02","2016-02-08","3.8","Tesco","","PR25 2FN","England","2016-02-12","4","2037","Everyday Value British Chicken ","5.6","Satisfactory","1482","3.68","Standard","","","Modified Atmosphere","Other","Yes","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602852-02","2016-02-08","3.8","Tesco","","PR25 2FN","England","2016-02-12","4","2037","Everyday Value British Chicken ","5.6","Satisfactory","1482","3.68","Standard","Not Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp  - enumeration cfu/g","50","CFU/g","C. jejuni"
"PR","PR1602852-03","2016-02-08","3.8","Lidl","","PR25 3LZ","England","2016-02-14","6","3007","Birchwood Farm Roast in the bag Whole British Chicken","2.5","Satisfactory","1405","3.06","Standard","","","Modified Atmosphere","Roast in bag","No","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602852-03","2016-02-08","3.8","Lidl","","PR25 3LZ","England","2016-02-14","6","3007","Birchwood Farm Roast in the bag Whole British Chicken","2.5","Satisfactory","1405","3.06","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","15","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. jejuni"
"PR","PR1602854-01","2016-02-08","4.2","Butchers","Mr Haydocks, 66 Stanifield Lane","PR254GA","England","2016-02-10","2","2316","Whole Chicken No Label","6.8","Satisfactory","2069","6","Standard","Not Stated","","NOT Modified Atmosphere","Other","","25","Campylobacter spp  - enumeration cfu/g","250","CFU/g","Campylobacter spp."
"PR","PR1602854-01","2016-02-08","4.2","Butchers","Mr Haydocks, 66 Stanifield Lane","PR254GA","England","2016-02-10","2","2316","Whole Chicken No Label","6.8","Satisfactory","2069","6","Standard","","","NOT Modified Atmosphere","Other","","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602854-02","2016-02-08","4.2","Lidl","","PR25 3LZ","England","2016-02-13","5","3007","Birchwood Farm British Chicken Large","2.3","Satisfactory","1973","4.24","Standard","","","Modified Atmosphere","Other","Yes","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602854-02","2016-02-08","4.2","Lidl","","PR25 3LZ","England","2016-02-13","5","3007","Birchwood Farm British Chicken Large","2.3","Satisfactory","1973","4.24","Standard","Not Stated","","Modified Atmosphere","Other","Yes","17","Campylobacter spp  - enumeration cfu/g","200","CFU/g","C. coli"
"PR","PR1602855-01","2016-02-08","2","Waitrose","","PR5 4AW","England","2016-02-13","5","9502","Essential Waitrose British Chicken","2.6","Satisfactory","2028","6.59","Standard","Not Stated","","Modified Atmosphere","Other","Yes","17","Campylobacter spp  - enumeration cfu/g","180","CFU/g","C. jejuni"
"PR","PR1602855-01","2016-02-08","2","Waitrose","","PR5 4AW","England","2016-02-13","5","9502","Essential Waitrose British Chicken","2.6","Satisfactory","2028","6.59","Standard","","","Modified Atmosphere","Other","Yes","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602855-02","2016-02-08","2","Waitrose","","PR5 4AW","England","2016-02-12","4","4568","Wiltshire Free Range Chicken","3.5","Satisfactory","1960","11.74","Free range","","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1602855-02","2016-02-08","2","Waitrose","","PR5 4AW","England","2016-02-12","4","4568","Wiltshire Free Range Chicken","3.5","Satisfactory","1960","11.74","Free range","","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","7800","CFU/g","C. coli"
"PR","PR1603122-01","2016-02-10","3","Sainsbury's","","BL5 3RD","England","2016-02-13","3","1100","British Large Whole Chicken by Sainsbury's","4.3","Satisfactory","2000","5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp  - enumeration cfu/g","390","CFU/g","C. jejuni"
"PR","PR1603122-01","2016-02-10","3","Sainsbury's","","BL5 3RD","England","2016-02-13","3","1100","British Large Whole Chicken by Sainsbury's","4.3","Satisfactory","2000","5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603122-02","2016-02-10","3","Sainsbury's","","BL5 3RD","England","2016-02-14","4","8005","British Small Whole Chicken ","2.8","Satisfactory","1350","3.5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","14","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603122-02","2016-02-10","3","Sainsbury's","","BL5 3RD","England","2016-02-14","4","8005","British Small Whole Chicken ","2.8","Satisfactory","1350","3.5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","14","Campylobacter spp  - enumeration cfu/g","220","CFU/g","C. jejuni"
"PR","PR1603122-03","2016-02-10","3","CO-OP","","BL6 6JZ","England","2016-02-12","2","2037","British Whole Chicken - The CO-OP Loved by Us","-1.1","Satisfactory","1756","6","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603122-03","2016-02-10","3","CO-OP","","BL6 6JZ","England","2016-02-12","2","2037","British Whole Chicken - The CO-OP Loved by Us","-1.1","Satisfactory","1756","6","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","17","Campylobacter spp  - enumeration cfu/g","190","CFU/g","C. jejuni"
"PR","PR1603122-04","2016-02-10","3","CO-OP","","BL6 6JZ","England","2016-02-15","5","2037","The CO-OP Loved by Us British Whole Chicken","-0.1","Satisfactory","1668","6","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","18","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603122-04","2016-02-10","3","CO-OP","","BL6 6JZ","England","2016-02-15","5","2037","The CO-OP Loved by Us British Whole Chicken","-0.1","Satisfactory","1668","6","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","18","Campylobacter spp  - enumeration cfu/g","370","CFU/g","C. jejuni"
"PR","PR1603135-01","2016-02-10","-0.6","M&S","","BL6 6JA","England","2016-02-12","2","5011","Simply M&S British Chicken","6.6","Satisfactory","1550","3.88","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","18","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603135-01","2016-02-10","-0.6","M&S","","BL6 6JA","England","2016-02-12","2","5011","Simply M&S British Chicken","6.6","Satisfactory","1550","3.88","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","18","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603135-02","2016-02-10","-0.6","M&S","","BL6 6JA","England","2016-02-16","6","9509","M&S British Oakham Chicken Small","5.5","Satisfactory","1100","4","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","7","Campylobacter spp -  enumeration per Swab","10","CFU Swab","C. jejuni"
"PR","PR1603135-02","2016-02-10","-0.6","M&S","","BL6 6JA","England","2016-02-16","6","9509","M&S British Oakham Chicken Small","5.5","Satisfactory","1100","4","Standard","Not Stated","","Modified Atmosphere","Roast in bag","No","7","Campylobacter spp  - enumeration cfu/g","60","CFU/g","C. jejuni"
"PR","PR1603458-01","2016-02-15","2.7","M&S","","PR1 6AF","England","2016-02-18","3","5011","M & S British Oakham Chicken Medium.","4.2","Satisfactory","1500","5","Standard","Not Stated","","Modified Atmosphere","Other","No","11","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603458-01","2016-02-15","2.7","M&S","","PR1 6AF","England","2016-02-18","3","5011","M & S British Oakham Chicken Medium.","4.2","Satisfactory","1500","5","Standard","Not Stated","","Modified Atmosphere","Other","No","11","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603458-02","2016-02-15","2.7","M&S","","PR1 6AF","England","2016-02-19","4","9509","M & S British Oakham Chicken Small.","3.8","Satisfactory","1100","4","Standard","Not Stated","","Modified Atmosphere","Other","Yes","11","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
